'090408000208360950010597000030000500000209360057100000380670290000900400000000000','4638397686588101979328150167890591454318967698009','1','1','1','596428173278361954413597628632784519841259367957136842384675291725913486169842735','37899'
'003050800602007003508000190400170000381496257000000014800600700010700008000008900','6362685441135942358474828762538534230890216321','1','1','1','143952876692817543578364192426175389381496257957283614839641725215739468764528931','27925'
'704120060000900075090000230200003600000480350040201008006070000000000006800000120','375710212613636260325580163599137907799836383538729','1141260857376768','743008370688','743008370688','734125869162938475598647231285793614971486352643251798416572983327819546859364127','26928'
'006300871000007020800500000300200000005004300000600400007008000900152004001003650','3381391913522726342930221472392241170198527451848561','1','1','1','456329871193847526872516943384295167615784392729631485537468219968152734241973658','30917'
'004070900060003027500200008003000001809104705100050030000800090005040000400900000','3381391913522726342930221472392241170198527451848561','1','1','1','284576913961483527537219648753692481829134765146758239372865194695341872418927356','25931'
'200800000050060000300510020100004700000200098092000000000040030003000041020089050','273892744995340833777347939263771534786080723599733441','1','1','1','216893475759462183384517926138954762647231598592678314875146239963725841421389657','26928'
'006000007504000960000000000000008000050071000870050209049000506020300000010706040','273892744995340833777347939263771534786080723599733441','1','1','1','296483157534127968187569324961238475452971683873654219749812536628345791315796842','25930'
'370000204000210070006008500000090000410000680000800007040907000200085043000036000','3381391913522726342930221472392241170198527451848561','1','1','1','378569214954213876126748539785694321419372685632851497543927168267185943891436752','24934'
'100200300065431009200070005000080913090004000002000700600850200803100070000040000','41745579179292917813953351511015323088870709282081','1','1','1','189265347765431829234978165476582913398714652512396784647853291853129476921647538','24933'
'007090680020040000000100000003425000098003702010008000000000140280050070006000000','273892744995340833777347939263771534786080723599733441','1','1','1','137592684629847531854136297763425819498613752512978463375269148281354976946781325','24933'
'008000000007400000050869000074305106000006207300700008000000503510200900090000000','30432527221704537086371993251530170531786747066637049','1','1','1','938127645627453819451869372274385196185946237369712458742691583513278964896534721','24933'
'834007020000041035000200000000409062920080300010000007000306000079000000000008090','30432527221704537086371993251530170531786747066637049','1','1','1','834957126692841735157263849783419562926785314415632987548396271379124658261578493','25932'
'500174002001098530080300000008700003200000008000000600000903020000410090906205140','4638397686588101979328150167890591454318967698009','1','1','1','563174982721698534489352761618749253297536418345821679174963825852417396936285147','26927'
'500009064060300710000070080045931070000000400782400000030000000020000508900020301','41745579179292917813953351511015323088870709282081','1','1','1','573819264869342715214675983645931872391287456782456139138594627427163598956728341','25931'
'030090600089000004000000895050040000892073001000500706200000170010700000005006002','375710212613636260325580163599137907799836383538729','78973022305360281600','4159895825138319360','1','531498627789265314426317895657841239892673451143529786268954173914732568375186942','19946'
'050000008002073090060000710040750020005100030000000800008020009029064070000030002','3381391913522726342930221472392241170198527451848561','634033809653760','1','1','357619248812473596964285713643758921785192634291346857438527169129864375576931482','18949'
'034009502800000040000054000560018700000020900000507001900000008007400600000100009','30432527221704537086371993251530170531786747066637049','1','1','1','734869512859271346216354897562918734471623985398547261945736128187492653623185479','25932'
'760040000000000020020090600600005000009102070003800096200000010800300000901056030','30432527221704537086371993251530170531786747066637049','1','1','1','768243951395618724124597683672935148489162375513874296236489517857321469941756832','23936'
'000000082098350000006004100061000000000400005000906040005000208000000030209010006','2465034704958067503996131453373943813074726512397600969','179707499645975396352000','28753199943356063416320','28753199943356063416320','543167982198352764726894153461235897937481625852976341375649218614728539289513476','44881'
'000290050608000900070100060094503080020087005500010004002600000700000000000020001','30432527221704537086371993251530170531786747066637049','1','1','1','431296758658374912279158463194563287326487195587912634842631579715849326963725841','40890'
'003060070008009000760020009825000060000100700007400080049000800000310000076090005','3381391913522726342930221472392241170198527451848561','1','1','1','493561278258749316761823549825937164934186752617452983349675821582314697176298435','40891'
'903800000002004000005000008090000070008940106130006900507609001320050080040200000','41745579179292917813953351511015323088870709282081','103195607040','103195607040','45864714240','913827465872564319465193728296315874758942136134786952587639241329451687641278593','43882'
'600000100000900030070508020104003050850000000023000007790280000040309005000000000','273892744995340833777347939263771534786080723599733441','1','1','1','685432179412976538379518624164793852857624913923851467796285341241369785538147296','40891'
'800067050000501086006000100300000020090250007002003090201006540069000000700904000','41745579179292917813953351511015323088870709282081','1','1','1','813467952927531486546892173358719624694258317172643895281376549469125738735984261','40891'
'000000284003000500180070000002000607009050300010000400000810000400900020701600030','273892744995340833777347939263771534786080723599733441','56422198149120000000','1','1','975361284263489571184572963532148697849756312617293458326815749458937126791624835','38895'
'000800000500060290760050100030007020010092060090000000600000900050403016000000030','273892744995340833777347939263771534786080723599733441','1','1','1','321879654548361297769254183836147529417592368295638471683715942952483716174926835','40891'
'001049000000307040090810600050002000000000070008060004003000000020400005500000189','2465034704958067503996131453373943813074726512397600969','986049380773527552000000','138663194171277312000000','1972098761547055104000','231649758865327941794815632459732816612984573378561294983156427127498365546273189','49866'
'400070000080205430000490000008030020700006845002500007000000000030900001000080700','273892744995340833777347939263771534786080723599733441','1','1','1','459873612187265439326491578548739126793126845612548397275614983834957261961382754','39893'
'060000008030800000000164703004007000000036400250000000000950340800000100000070006','2465034704958067503996131453373943813074726512397600969','1','1','1','465793218137825694928164753314287569789536421256419837671958342893642175542371986','39894'
'009003006528090700306200001600530000000800070080601000700060020000400390000982000','41745579179292917813953351511015323088870709282081','1','1','1','419753286528196734376248951647539812951824673283671549794365128862417395135982467','38896'
'965000147013000509000050000000070010007900260020003900092310850800020000030608000','515377520732011331036461129765621272702107522001','1671768834048','1671768834048','15479341056','965832147213764589748159632389276415457981263126543978692317854871425396534698721','30953'
'300000009001000040025800000700000000009107004000094086070380002002005070030000501','30432527221704537086371993251530170531786747066637049','616280862983454720000000','5135673858195456','5135673858195456','387456129691273845425819637754628913869137254213594786576381492142965378938742561','23935'
'000075403209000006034800007000000050001000874007000000100004230000053900060020000','30432527221704537086371993251530170531786747066637049','1','1','1','816275493279341586534896127983417652621539874457682319198764235742153968365928741','22934'
'700200680000070000056000000500900000000000298300460105100742000203050000670001840','41745579179292917813953351511015323088870709282081','1','1','1','714235689832679451956184723581927364467513298329468175198742536243856917675391842','23905'
'203009807070060053005300246000800000049020000802506000000003000010900000004007090','375710212613636260325580163599137907799836383538729','1','1','1','263459817478162953195378246751834629649721538832596174987213465316945782524687391','30918'
'070080490000300000850790000518030079320000060090805040741000020036008004900000000','515377520732011331036461129765621272702107522001','1','1','1','173682495469351782852794136518436279324917568697825341741569823236178954985243617','36932'
'080009003060200407000500001500030010001000000000140098090060002000000004703000009','2465034704958067503996131453373943813074726512397600969','3032564056525834813440000000','23290091954118411367219200','1','182479653965213487374586921549738216831692745627145398498361572216957834753824169','18945'
'008054100024000000900106820000000208000003040300002710507000000060040080400907500','375710212613636260325580163599137907799836383538729','1','1','1','638254179124879653975136824741695238852713946396482715517368492269541387483927561','23945'
'002000005307005214000060009000008703000090008000000040100600002040009300005007900','273892744995340833777347939263771534786080723599733441','27862813900800000','7522959753216000','1','982174635367985214514362879621548793453796128798231546179653482246819357835427961','18946'
'500208003000530000010000000801000700900000640056021089000470006048000030600089000','375710212613636260325580163599137907799836383538729','27179089920','15288238080','1','569218473784536192312947568831694725927853641456721389193472856248165937675389214','21940'
'020040371803026090000700006600010520430050869008060010080000000709000050062085100','706965049015104706497203195837614914543357369','1','1','1','926548371873126495145793286697814523431257869258369714584671932719432658362985147','22951'
'410030000000006000000500079705100000000700540908300010502008000001000650000070030','273892744995340833777347939263771534786080723599733441','1','1','1','419837265357926184286541379765184923123769548948352716532618497871493652694275831','22926'
'710009050082400000000000003000010620050040007600700514100000002009200100508030700','375710212613636260325580163599137907799836383538729','1','1','1','716329458382457961945861273874513629251946387693782514137695842469278135528134796','22941'
'000005309070600020000070500000000060700800000940362000203500741500080003090000000','30432527221704537086371993251530170531786747066637049','84537841287168','63403380965376','63403380965376','468125379175639428329478516832957164756841932941362857283596741517284693694713285','22935'
'004025091905000300000000400060081700000300004020090010000500040102000038306000500','3381391913522726342930221472392241170198527451848561','1','1','1','634725891975148362281963475463281759719356284528497613897532146152674938346819527','23937'
'002050000400020700053400009048019000500080004900704002800002003300000260026070008','4638397686588101979328150167890591454318967698009','1','1','1','682957341419823756753461829248519637537286914961734582895642173374198265126375498','23932'
'051040000040007980030000600007800059000010030089000000000300001000000040402006570','273892744995340833777347939263771534786080723599733441','1','1','1','951648327246137985738592614127863459564219738389475162675324891893751246412986573','24935'
'724000600010200008300000040003005700040000200090000000075304090000801000060070000','2465034704958067503996131453373943813074726512397600969','1','1','1','724958631619243578358716942283695714546137289197482365875324196932861457461579823','24931'
'901007300000186947040320100000700000400093000020614070600000012005002730200030065','706965049015104706497203195837614914543357369','1','1','1','961547328532186947748329156316758294457293681829614573693875412185462739274931865','22946'
'050070090000020038009000040300007406007005800090860020140500003030002000600000200','3381391913522726342930221472392241170198527451848561','1','1','1','453178692716924538829653741381297456267435819594861327142586973938742165675319284','24931'
'000009000015060000380015602009040070406070120100600004000830000703450010000907340','57264168970223481226273458862846808078011946889','1','1','1','627389451915264783384715692259143876436578129178692534542831967793456218861927345','22940'
'049380020000000081000005060000473090087900010000000000130002000400000670092000000','273892744995340833777347939263771534786080723599733441','1','1','1','649381725523697481871245369215473896387926514964518237136752948458139672792864153','22936'
'002800000000000360000107090400001080001009007000308200010000004030006050007090120','273892744995340833777347939263771534786080723599733441','10351151979608182829875200000','1164504597705920568360960000','24260512452206678507520','692835471178924365543167892429671583381259647765348219916582734234716958857493126','30886'
'020730400701800003000000000000000070100965000400100005000040860007080009003657004','3381391913522726342930221472392241170198527451848561','1','1','1','529736418761894253834512796356428971178965342492173685215349867647281539983657124','22964'
'700000200030000809010960500000400106300500000000670090800107000020800000006200370','30432527221704537086371993251530170531786747066637049','10319560704','6879707136','6879707136','749358261635721849218964537972483156364519782581672493853197624427836915196245378','22912'
'500068070000054009000700500900000705000800000800020000709300601005000030043009002','30432527221704537086371993251530170531786747066637049','1','1','1','531968274278154369496732518962413785354897126817526493729385641685241937143679852','24959'
'008200300000904068040005007007023019600070800000600004010050026020800053060300900','515377520732011331036461129765621272702107522001','1','1','1','198267345572934168346185297487523619659471832231698574813759426924816753765342981','27926'
'390200400500006300002405000000900807600010000004008006001079000800003000056100000','30432527221704537086371993251530170531786747066637049','1','1','1','397281465548796321162435798215964837683517249974328516431879652829653174756142983','23947'
'603002004270630000458090000000010700000705923007000001106540000000021080300006000','4638397686588101979328150167890591454318967698009','1','1','1','693852174271634859458197236532419768814765923967283541126548397749321685385976412','23936'
'000073000040008910000160000000000053300040006260000000009056082071080040000000000','2465034704958067503996131453373943813074726512397600969','1','1','1','912473568643528917758169324184697253395241876267835491439756182571382649826914735','23928'
'004600200981020074620007300070040003540203910000060000208000000000000500060000020','375710212613636260325580163599137907799836383538729','1','1','1','734618295981325674625497381172549863546283917893761452258136749419872536367954128','24934'
'001080000008149026000000083800000057000004009070030600000900060260000900540007230','375710212613636260325580163599137907799836383538729','1','1','1','651382794738149526492765183814296357326574819975831642187923465263458971549617238','24901'
'679240035504010008208000000890027000000064000007003010000000743003900200000000091','4638397686588101979328150167890591454318967698009','1','1','1','679248135534719628218356479895127364321864957467593812952681743143975286786432591','24933'
'000008006060201950040007010006000300094000070020510000050893701001000430000000000','3381391913522726342930221472392241170198527451848561','1','1','1','175938246368241957249657813816472395594386172723519684452893761681725439937164528','37901'
'003002000590070006480000300900007500700580100000206007004091000000020030300000091','3381391913522726342930221472392241170198527451848561','739537035580145664000','1','1','613842759592173486487965312921437568746589123835216947264391875159728634378654291','37898'
'040000000600008032090070004053004710100500020000010308001900000005820000200047000','3381391913522726342930221472392241170198527451848561','1','1','1','542639871617458932398172564853294716176583429924716358781965243435821697269347185','42885'
'008000070006100200000007854907008305000060000100300060004003080050010049000894030','41745579179292917813953351511015323088870709282081','1','1','1','538942671476185293219637854967428315345761928182359467694573182853216749721894536','38896'
'052004001000005040601900000403600080000800039000207064000000028730000406210000000','375710212613636260325580163599137907799836383538729','1','1','1','852374691397165842641928375423659187576841239189237564965413728738592416214786953','38894'
'080007102040000000000005037000030800000960074002008901000310000031056089056704200','515377520732011331036461129765621272702107522001','1','1','1','583697142647123598129845637794531826815962374362478951278319465431256789956784213','24934'
'000000140000085600943610000300000450000960000070008000400002709080004060005006000','30432527221704537086371993251530170531786747066637049','592297667290202112','43873901280755712','1','856239147127485693943617528398721456514963872672548931461352789289174365735896214','20944'
'070000000400001002103600700018042060004080009350000047009000070030005900840090030','41745579179292917813953351511015323088870709282081','1','1','1','276954183485371692193628754918742365764583219352169847529836471637415928841297536','24933'
'000100800067200000100709400023007914000400000740090000090800205002000100000610070','375710212613636260325580163599137907799836383538729','1','1','1','259146837467283591138759426823567914916428753745391682391874265672935148584612379','23936'
'007006000609000850342000000000001200065008000000003007800900010020100030900082504','3381391913522726342930221472392241170198527451848561','1','1','1','587316429619247853342859176473691285265478391198523647856934712724165938931782564','23936'
'098002003050400060360500120105006400000043080000020790510070000000000800006900200','41745579179292917813953351511015323088870709282081','1','1','1','498612573251437968367589124185796432972143685643825791519278346724361859836954217','21941'
'002400005065003080047050006000000002000020619003001000410902073500036900230040001','57264168970223481226273458862846808078011946889','1','1','1','382467195965213487147859236891674352754328619623591748416982573578136924239745861','22938'
'000000020097680500140000000000009367000500040980740052000000006008904030036100490','4638397686588101979328150167890591454318967698009','1','1','1','865491723397682514142357689524819367671523948983746152419235876758964231236178495','22939'
'000000091000004708000038642000007003900051000203090000604000059005040006002000080','3381391913522726342930221472392241170198527451848561','124796874754149580800','83197916502766387200','1','438672591526914738179538642851427963967351824243896175614783259785249316392165487','17952'
'009700018670409000000013096000008071080102000010000039032060040065900000004237000','57264168970223481226273458862846808078011946889','1','1','1','359726418671489523428513796546398271983172654217654839132865947765941382894237165','24933'
'000060003000001000207000040092180600000009030501300020060004000874502009000000015','3381391913522726342930221472392241170198527451848561','1','1','1','418765293639421578257893146392187654746259831581346927165934782874512369923678415','25932'
'800030061010004380000089070006400019407001008020000703609003020000000000150008036','515377520732011331036461129765621272702107522001','1','1','1','874235961915764382263189574386457219497321658521896743649513827738642195152978436','23935'
'038100050009000007070000208005006142400007003000000000060539084000200300000060005','3381391913522726342930221472392241170198527451848561','1','1','1','238174659519682437674953218785396142426817593391425876162539784957248361843761925','24933'
'300005000000104070000060000230876040060000800470013006000000050501040080007029000','3381391913522726342930221472392241170198527451848561','1','1','1','312795468896134275754268193235876941169452837478913526943681752521347689687529314','23936'
'006010900000500080871040005900680700050090100060720800000058000007000003000004000','30432527221704537086371993251530170531786747066637049','1','1','1','536812947249537681871946325923681754758493162164725839392158476487269513615374298','24934'
'840000057700000100900000840300061002000083900600050430590002700060000090020000004','375710212613636260325580163599137907799836383538729','1','1','1','842196357756834129931725846384961572275483961619257438598642713467318295123579684','23935'
'000107000000000800070050026080006030000070050503082009400098010750000003000200900','30432527221704537086371993251530170531786747066637049','1','1','1','328167594695324871174859326987516432246973158513482769432798615759641283861235947','24934'
'764000000000340906008000240002080090006000000040600308400000502071090000050470000','3381391913522726342930221472392241170198527451848561','113246208','1','1','764928135125347986398516247532784691816239754947651328489163572271895463653472819','22938'
'003700000690100004050004000000005070040273059001000020702048060000500002980000043','41745579179292917813953351511015323088870709282081','3822059520','3822059520','113246208','413786295697152834258394617329815476846273159571469328732948561164537982985621743','23446'
'030605000007400010008100900000900000005700680009380040502800030003200190000510000','375710212613636260325580163599137907799836383538729','752295975321600','39627113103360','39627113103360','231695478957438216468172953876954321345721689129386547512869734683247195794513862','24934'
'020004870007000640040300009000000000000007006000420190073080500010002380600050001','3381391913522726342930221472392241170198527451848561','1','1','1','321964875957218643846375219468591732192837456735426198273189564519642387684753921','25930'
'000600180100050600024008009002700045850109307000000000500203400070000008000080200','375710212613636260325580163599137907799836383538729','1','1','1','735692184198457632624318759912736845856149327347825961581273496273964518469581273','24933'
'005000004600004000709080530800000350090100027026030900007060000060000000002300470','3381391913522726342930221472392241170198527451848561','1','1','1','215793864638254719749681532874926351593148627126537948457862193361479285982315476','24934'
'012000570000040009000508000198200000300000050000000207500800960080007010000061000','273892744995340833777347939263771534786080723599733441','1','1','1','412639578865742139739518624198275346327496851654183297571824963986357412243961785','25930'
'068000003043000060907002000000000005000000400080904030002460007794000086000508000','30432527221704537086371993251530170531786747066637049','1','1','1','268145973543897162917632854479381625321756498685924731852469317794213586136578249','23936'
'000000050750000001038520006070109000200654087005000930000900002009302010100040693','57264168970223481226273458862846808078011946889','1','1','1','421876359756493821938521476874139265293654187615287934367918542549362718182745693','23936'
'000801060008029030000000020000056000062907001903000000504230070000790000000010004','30432527221704537086371993251530170531786747066637049','1','1','1','325871469678429135491563728147356892862947351953182647514238976286794513739615284','24933'
'700390060000174900010008000000019050102000400003700009530967010000035000060021090','515377520732011331036461129765621272702107522001','1','1','1','745392861286174935319658742674219358192583476853746129538967214921435687467821593','23936'
'070010600049087000050000400004050830010030540000004000002048009000600000103075060','375710212613636260325580163599137907799836383538729','990677827584','92876046336','92876046336','378412695649587123251396478924751836816239547537864912762148359495623781183975264','25931'
'000038007008000020736059410009320000002000500401070083984000036507040000023097000','706965049015104706497203195837614914543357369','1','1','1','245138967198764325736259418879325641362481579451976283984512736517643892623897154','24934'
'069080000201045039000001000000000000008010407400067090002000068000000502890426000','375710212613636260325580163599137907799836383538729','1','1','1','369782154281645739574931286927854613658319427413267895142573968736198542895426371','24932'
'004000002200050006007640000000409000409376520006080900705801204601500000000904007','57264168970223481226273458862846808078011946889','1','1','1','564198732218753496937642815352419678489376521176285943795831264641527389823964157','24934'
'060000050000002901000000600429003000800690045700420000070840030000000710000056000','30432527221704537086371993251530170531786747066637049','1','1','1','167984352584362971293175684429513867831697245756428193972841536645239718318756429','23935'
'920080715080090400010004009009430002100079650000008000041000060800602007705003000','57264168970223481226273458862846808078011946889','1','1','1','924386715387591426516724839679435182138279654452168973241957368893612547765843291','25931'
'410003900070000000000100400007201300506049800000060570005000209300090080000800003','3381391913522726342930221472392241170198527451848561','1','1','1','418523967673984125259176438847251396536749812921368574185637249362495781794812653','25931'
'045030000700204806000150030030069007000000000006400910000080100070500008020000400','30432527221704537086371993251530170531786747066637049','1','1','1','845736291713294856962158734231869547497315682586427913354682179679541328128973465','42885'
'093000208000060000000008500000000056100900034700010090001200380060000020980000001','273892744995340833777347939263771534786080723599733441','417942208512','123834728448','123834728448','593174268218569473647328519829437156156982734734615892471296385365841927982753641','23935'
'648000000520000348090000060000100004000806020063920800000000901800000000000479000','30432527221704537086371993251530170531786747066637049','1916879996223737561088000','1','1','648732159527691348391584267782153694915846723463927815254368971879215436136479582','20944'
'090000002005132004000097006018000920020000007040920000000080100001700000003019540','375710212613636260325580163599137907799836383538729','1','1','1','794856312865132794132497856618374925329561487547928631456283179981745263273619548','26929'
'010020000280009160000000703000006030040890000030000900300060041102700050860100200','375710212613636260325580163599137907799836383538729','450868486864896','169075682574336','9393093476352','413627589287359164956481723729516438541893672638274915375962841192748356864135297','38896'
'010600090008700200706000000000100004050000760430000915070400800000900000290370000','30432527221704537086371993251530170531786747066637049','1','1','1','513682497948731256726594183867159324159243768432867915671425839384916572295378641','39895'
'020000071005460000000000004008073010000008069000900030070080305036100720090000000','30432527221704537086371993251530170531786747066637049','1','1','1','429835671715469283683721954968573412347218569251946837174682395536194728892357146','41887'
'070013200000004003030900170007089000240050010900000058080400031700000025400007890','515377520732011331036461129765621272702107522001','1','1','1','874513269129674583536928174357189642248356917961742358682495731793861425415237896','35902'
'010090845860041700040000000090060072000020900003070000000000160902007000000300050','30432527221704537086371993251530170531786747066637049','1','1','1','317296845869541723245738691591863472784125936623479518438952167952617384176384259','23936'
'400106002080937040105000003004005000060000000200681090000000000596004200000800470','375710212613636260325580163599137907799836383538729','1','1','1','439156782682937541175248963914375826863492157257681394748523619596714238321869475','22939'
'500032100000100000010706400800010009730408000004605000050000068000900027900000000','30432527221704537086371993251530170531786747066637049','147456','147456','147456','549832176673149285218756493865213749732498651194675832457321968381964527926587314','21941'
'600400030003002107005006000069700000700060008401203050000007080008605209000000014','41745579179292917813953351511015323088870709282081','1','1','1','627418935843952167195376842569784321732561498481293756954127683318645279276839514','23936'
'830000452007100000050003009000038070006902004040500801000060103400701200000000040','41745579179292917813953351511015323088870709282081','1','1','1','831697452297145368654823719512438976786912534349576821975264183463781295128359647','23936'
'000500300040000050070692000506100400000070006002030001000003600100958703000000089','3381391913522726342930221472392241170198527451848561','1','1','1','928541367641387952375692814536129478419875236782436591897213645164958723253764189','25931'
'000005024090400073004070800460300001271000500000000206000013002008000400000000005','30432527221704537086371993251530170531786747066637049','1','1','1','817935624592486173634172859465328791271694538983751246746513982358269417129847365','23936'
'290004000501300000000500000309200485800000090145000000000900201020080970000000054','3381391913522726342930221472392241170198527451848561','1','1','1','296874513581326749734519628379261485862453197145798362658947231423185976917632854','24933'
'000000200000005000006080970007200090905000000600750081030190008060020000080007050','273892744995340833777347939263771534786080723599733441','21134460321792000','1','1','398476215274915836156382974847261593915843627623759481532194768761528349489637152','34907'
'702608000000000180010090070640300000003705008805000400276009000009800000001407002','41745579179292917813953351511015323088870709282081','1','1','1','752618394964273185318594276647382519193745628825961437276159843439826751581437962','22938'
'579600000000900080000000000004200000708003200021790658002500061600001900090376000','4638397686588101979328150167890591454318967698009','7044820107264000','6115295232','1','579638412416952387283417596964285173758163249321794658832549761647821935195376824','19947'
'005006800042070000060810700006000050000907004050000000000700000038500020004690103','30432527221704537086371993251530170531786747066637049','1','1','1','175426839842379561369815742916284357283957614457163298691732485738541926524698173','24934'
'200070080000010740040200006080000017023140000000007600001028450830060000000390100','41745579179292917813953351511015323088870709282081','1','1','1','269473581358619742147285936486952317723146895915837624691728453834561279572394168','24933'
'100003400000000010805000620600092850083007004204006070706009030309200000020031049','6362685441135942358474828762538534230890216321','1','1','1','167523498492768315835914627671492853983157264254386971716849532349275186528631749','24933'
'090050600001007200800000073040000000000020030000009500503200800900438700700500301','3381391913522726342930221472392241170198527451848561','228252171475353600000','25361352386150400000','25361352386150400000','297354618431687295856912473145763982679825134328149567563271849912438756784596321','25930'
'000010700905030000010800340300157002000300000074080000509070000127008060400000900','375710212613636260325580163599137907799836383538729','18345885696','1','1','643219758985734216712865349396157482851342697274986135539671824127498563468523971','22939'
'500400060800000000090003000001500040040001030078000006104086007080040050730020001','3381391913522726342930221472392241170198527451848561','1','1','1','517498362863752194492613875321569748645871239978234516154386927289147653736925481','23937'
'302004000000050304005000200450006900000970000000000705000000068800260000001003007','2465034704958067503996131453373943813074726512397600969','43129799915034095124480000000','356644017930240','293534171136','392714856718652394645389271457126983183975642926438715239547168874261539561893427','25930'
'006402701004006050107009006000600000005040230040901000070005000903200610500000300','41745579179292917813953351511015323088870709282081','1','1','1','856432791294716853137589426729653148615847239348921567471365982983274615562198374','24933'
'076080000305090070900507100230400000400000307000208900500000700610050438800103052','6362685441135942358474828762538534230890216321','1','1','1','176384295325691874984527163239476581468915327751238946543862719612759438897143652','23936'
'475000001000073000900200000000600740002000053003090008320000500004100609000060000','273892744995340833777347939263771534786080723599733441','1','1','1','475986321261473895938251476519638742682714953743592168326849517854127639197365284','23998'
'500000000000000800024900030700308900105090006000675000000000790002003108300000062','30432527221704537086371993251530170531786747066637049','1','1','1','597836214613427859824951637746318925185294376239675481461582793952763148378149562','23907'
'000079804000000000200000007080063009420000030050000100900416008008502001000007500','30432527221704537086371993251530170531786747066637049','1','1','1','561379824874621395293845617187263459429158736356794182935416278748532961612987543','22937'
'800050039060000752000000800000400206009003070004270003000341000540006000000002064','375710212613636260325580163599137907799836383538729','1','1','1','827154639461938752395627841738415296219863475654279183986341527542796318173582964','24901'
'600003200000000407000960080800200000063140002050609000300016008019400030200000000','3381391913522726342930221472392241170198527451848561','1','1','1','648753219935821467127964385891275643763148592452639871374516928519482736286397154','23937'
